holiday_at_shipping,approval_time_hours,handling_time_hours,purchase_hour,purchase_day_of_week,is_weekend,price,freight_value,product_weight_g,volume_cm3,distance_km,same_city,delivered_on_time,seller_geolocation_lat,seller_geolocation_lng,seller_total_rainfall_period_mm,seller_max_rain_intensity_mm_h,seller_max_wind_gust_period_ms,seller_interval_code,seller_rain_class_code,seller_wind_class_code,customer_geolocation_lat,customer_geolocation_lng,customer_total_rainfall_period_mm,customer_max_rain_intensity_mm_h,customer_max_wind_gust_period_ms,customer_interval_code,customer_rain_class_code,customer_wind_class_code,month,seller_accumulated_rainfall_3_days_mm,seller_is_heavy_rain,seller_is_strong_wind,customer_accumulated_rainfall_3_days_mm,customer_is_heavy_rain,customer_is_strong_wind,seller_meso_metropolitana_de_sao_paulo,seller_meso_araraquara,seller_meso_piracicaba,seller_meso_ribeirao_preto,seller_meso_sao_jose_do_rio_preto,seller_meso_campinas,seller_meso_vale_do_paraiba_paulista,seller_meso_macro_metropolitana_paulista,seller_meso_bauru,seller_meso_presidente_prudente,seller_meso_marilia,seller_meso_assis,seller_meso_aracatuba,seller_meso_litoral_sul_paulista,seller_meso_itapetininga,customer_meso_metropolitana_de_sao_paulo,customer_meso_piracicaba,customer_meso_campinas,customer_meso_vale_do_paraiba_paulista,customer_meso_ribeirao_preto,customer_meso_sao_jose_do_rio_preto,customer_meso_macro_metropolitana_paulista,customer_meso_bauru,customer_meso_araraquara,customer_meso_presidente_prudente,customer_meso_marilia,customer_meso_assis,customer_meso_aracatuba,customer_meso_itapetininga,customer_meso_litoral_sul_paulista
0,0.273,23.977,18,4,0,16.0,8.72,300,3000.0,15.506,0,1,-23.724501,-46.677501,0.0,0.0,6.6,4,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.186,56.489,12,1,0,34.99,7.78,217,3136.0,8.299,1,1,-23.724501,-46.677501,0.0,0.0,6.1,4,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.131,65.414,17,5,1,42.9,6.19,300,2380.0,94.242,0,1,-23.52333332,-46.86916666,0.4,0.4,9.4,3,1,5,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,27.2,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.413,216.047,11,2,0,175.0,12.43,5400,32368.0,32.347,0,1,-23.48333333,-46.61666666,0.0,0.0,7.0,3,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.973,39.066,10,1,0,24.75,12.69,800,10000.0,298.872,0,1,-21.85555555,-48.66666666,0.0,0.0,6.8,4,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.973,39.066,10,1,0,24.75,12.69,800,10000.0,298.872,0,1,-21.85555555,-48.66666666,0.0,0.0,6.8,4,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.173,47.456,13,2,0,51.92,12.7,700,4200.0,303.406,0,1,-21.85555555,-48.66666666,0.0,0.0,7.5,3,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.173,47.456,13,2,0,51.92,12.7,700,4200.0,303.406,0,1,-21.85555555,-48.66666666,0.0,0.0,7.5,3,0,4,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.131,65.414,17,5,1,59.9,16.52,1550,19800.0,436.266,0,1,-21.08555555,-49.92055554,0.0,0.0,13.2,3,0,6,-23.724501,-46.677501,0.0,0.0,5.5,3,0,4,8,13.4,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.204,10.962,2,4,0,55.83,17.8,1200,3000.0,331.372,0,1,-21.85555555,-48.66666666,0.0,0.0,7.5,3,0,4,-23.84499999,-46.14305555,0.0,0.0,6.4,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.204,10.962,2,4,0,55.83,17.8,1200,3000.0,331.372,0,1,-21.85555555,-48.66666666,0.0,0.0,7.5,3,0,4,-23.84499999,-46.14305555,0.0,0.0,6.4,3,0,4,8,0.2,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.207,63.203,0,6,1,43.0,16.25,14050,48070.0,49.123,0,1,-23.95194444,-46.53055554,0.0,0.0,6.4,3,0,4,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.128,19.804,20,2,0,229.0,13.1,263,2652.0,299.502,0,1,-21.33833333,-48.11388888,0.0,0.0,9.9,3,0,5,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.646,75.648,16,2,0,45.0,9.94,550,13125.0,74.152,0,1,-23.04194444,-45.52027777,0.0,0.0,6.2,4,0,4,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.2,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.31,77.464,15,5,1,46.99,7.78,350,1260.0,7.118,0,1,-23.724501,-46.677501,0.0,0.0,8.3,4,0,5,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.208,23.655,21,0,0,79.99,11.76,1200,3960.0,15.122,1,1,-23.724501,-46.677501,0.0,0.0,8.3,4,0,5,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.186,6.375,9,1,0,49.9,8.27,300,3496.0,86.654,0,1,-23.52333332,-46.86916666,0.0,0.0,5.5,3,0,4,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.156,5.303,11,4,0,92.65,12.99,850,5120.0,227.788,0,1,-21.77972221,-47.07972221,0.0,0.0,5.7,3,0,4,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.156,5.303,11,4,0,92.65,12.99,850,5120.0,227.788,0,1,-21.77972221,-47.07972221,0.0,0.0,5.7,3,0,4,-23.724501,-46.677501,0.0,0.0,5.1,3,0,3,8,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.169,292.374,16,5,1,84.9,11.8,18500,50430.0,16.853,0,0,-23.48333333,-46.61666666,0.0,0.0,6.1,4,0,4,-23.724501,-46.677501,0.0,0.0,2.9,4,0,2,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.234,39.965,2,0,0,19.9,8.27,300,3003.0,45.789,0,1,-23.84499999,-46.14305555,0.0,0.0,5.4,4,0,3,-23.724501,-46.677501,0.0,0.0,2.9,4,0,2,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.24,54.022,11,6,1,95.15,11.87,11350,51170.0,17.436,0,1,-23.48333333,-46.61666666,0.0,0.0,5.5,3,0,4,-23.84499999,-46.14305555,0.0,0.0,5.2,4,0,3,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.293,90.859,17,6,1,59.81,13.44,1000,8866.0,302.768,0,1,-21.85555555,-48.66666666,0.0,0.0,7.4,3,0,4,-23.724501,-46.677501,0.0,0.0,2.0,2,0,2,8,0.4,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.041,6.533,11,3,0,10.8,2.42,300,1200.0,105.913,0,1,-22.415,-46.80527777,0.0,0.0,4.2,4,0,3,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,8,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.331,27.553,8,2,0,56.99,8.72,400,3960.0,25.374,0,1,-23.724501,-46.677501,0.0,0.0,8.1,3,0,5,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.173,48.735,13,2,0,195.0,14.97,3300,54000.0,0.932,1,1,-23.724501,-46.677501,0.0,0.0,8.0,3,0,5,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.854,88.118,17,3,0,155.0,12.59,610,6480.0,301.537,0,1,-21.46111111,-47.57944443,0.0,0.0,8.0,4,0,5,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,8,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.854,88.118,17,3,0,155.0,12.59,610,6480.0,301.537,0,1,-21.46111111,-47.57944443,0.0,0.0,8.0,4,0,5,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,8,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.101,80.607,10,1,0,144.8,14.03,2100,10296.0,355.993,0,1,-21.85555555,-48.66666666,0.0,0.0,5.7,4,0,4,-23.84499999,-46.14305555,0.0,0.0,10.1,3,0,5,8,0.2,0,0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.184,8.729,9,4,0,19.9,11.85,200,352.0,155.637,0,1,-22.70277777,-47.62305554,0.0,0.0,12.4,4,0,6,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.184,8.729,9,4,0,19.9,11.85,200,352.0,155.637,0,1,-22.70277777,-47.62305554,0.0,0.0,12.4,4,0,6,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.206,26.828,17,0,0,69.99,11.73,1050,15750.0,19.666,0,1,-23.48333333,-46.61666666,0.0,0.0,8.3,4,0,5,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.115,49.872,18,0,0,24.9,11.85,350,4800.0,310.897,0,1,-21.85555555,-48.66666666,0.0,0.0,6.0,4,0,4,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.115,49.872,18,0,0,24.9,11.85,350,4800.0,310.897,0,1,-21.85555555,-48.66666666,0.0,0.0,6.0,4,0,4,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.115,49.872,18,0,0,24.9,11.85,350,4800.0,310.897,0,1,-21.85555555,-48.66666666,0.0,0.0,6.0,4,0,4,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,8,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.17,45.008,18,3,0,23.99,7.78,100,4500.0,25.9,0,1,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,-23.724501,-46.677501,0.0,0.0,5.9,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.223,29.132,13,4,0,14.9,7.78,600,15625.0,7.553,1,1,-23.724501,-46.677501,0.0,0.0,8.2,4,0,5,-23.724501,-46.677501,0.0,0.0,5.9,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.227,15.624,1,3,0,117.99,9.64,1675,6440.0,38.944,0,1,-23.48333333,-46.61666666,0.0,0.0,8.1,3,0,5,-23.724501,-46.677501,0.0,0.0,5.9,3,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.149,92.077,17,4,0,89.99,7.88,250,3960.0,7.711,0,1,-23.724501,-46.677501,0.0,0.0,5.9,3,0,4,-23.724501,-46.677501,0.0,0.0,7.3,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.265,31.189,13,0,0,95.15,13.22,11350,51170.0,28.201,1,1,-23.48333333,-46.61666666,0.0,0.0,5.9,4,0,4,-23.724501,-46.677501,0.0,0.0,7.3,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.983,110.586,16,3,0,23.8,7.78,200,576.0,15.007,0,1,-23.52333332,-46.86916666,0.0,0.0,5.9,3,0,4,-23.724501,-46.677501,0.0,0.0,7.3,3,0,4,9,0.2,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.309,20.471,15,0,0,129.9,9.72,1000,12000.0,9.664,1,1,-23.48333333,-46.61666666,0.0,0.0,5.9,3,0,4,-23.724501,-46.677501,0.0,0.0,6.7,4,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.302,21.772,20,4,0,54.9,11.88,100,816.0,359.512,0,1,-20.55888888,-48.54472221,0.0,0.0,6.5,4,0,4,-23.724501,-46.677501,0.0,0.0,6.7,4,0,4,9,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.181,27.683,10,3,0,49.89,8.72,300,7500.0,30.918,1,1,-23.48333333,-46.61666666,0.0,0.0,8.0,3,0,5,-23.724501,-46.677501,0.0,0.0,6.7,4,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.243,27.158,20,2,0,140.88,14.01,450,5632.0,352.632,0,1,-21.33833333,-48.11388888,0.0,0.0,4.8,4,0,3,-23.84499999,-46.14305555,0.0,0.0,5.5,4,0,4,8,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.195,96.077,12,4,0,56.99,8.72,350,3960.0,25.889,0,1,-23.724501,-46.677501,0.0,0.0,5.9,3,0,4,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.21,76.957,16,6,1,15.9,9.94,1000,3500.0,80.242,0,1,-23.52333332,-46.86916666,0.0,0.0,6.7,4,0,4,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.297,123.427,18,4,0,269.0,10.7,150,2304.0,26.342,0,1,-23.52333332,-46.86916666,0.0,0.0,6.7,4,0,4,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.191,20.385,18,1,0,44.99,9.34,550,6400.0,17.36,1,1,-23.48333333,-46.61666666,0.0,0.0,5.1,3,0,3,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,289.919,-217.182,20,5,1,129.0,13.92,1550,41440.0,120.348,0,1,-22.415,-46.80527777,0.0,0.0,4.7,4,0,3,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,9,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.205,79.305,12,5,1,26.9,11.85,350,3135.0,379.656,0,0,-22.23527777,-49.965,0.0,0.0,3.3,4,0,2,-23.724501,-46.677501,0.0,0.0,8.0,4,0,5,8,8.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.259,23.455,17,4,0,48.9,13.37,1800,4624.0,40.195,0,1,-23.724501,-46.677501,0.0,0.0,9.0,3,0,5,-23.84499999,-46.14305555,0.0,0.0,6.2,4,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.234,152.997,11,3,0,17.9,8.72,950,16200.0,22.958,1,1,-23.48333333,-46.61666666,0.0,0.0,6.7,4,0,4,-23.724501,-46.677501,0.0,0.0,4.4,1,0,3,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.256,22.231,22,1,0,109.99,27.21,14950,81620.0,81.412,0,1,-23.52333332,-46.86916666,0.0,0.0,6.7,4,0,4,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.257,42.898,21,1,0,719.0,13.85,757,3990.0,42.418,0,1,-23.52333332,-46.86916666,0.0,0.0,7.9,3,0,4,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.23,96.076,11,5,1,52.11,11.86,533,6300.0,313.725,0,1,-21.85555555,-48.66666666,0.0,0.0,2.6,2,0,2,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,9,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.173,51.511,16,0,0,219.9,14.56,1800,34596.0,376.921,0,1,-20.35944444,-47.77499999,0.0,0.0,10.7,4,0,5,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,9,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.805,63.321,15,5,1,89.0,12.12,300,720.0,310.118,0,1,-21.33833333,-48.11388888,0.0,0.0,6.6,4,0,4,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,9,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.264,52.965,14,1,0,89.49,8.37,163,3528.0,47.171,0,1,-23.95194444,-46.53055554,0.0,0.0,6.2,4,0,4,-23.724501,-46.677501,0.0,0.0,6.8,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.14,17.909,1,5,1,44.9,7.78,200,1232.0,24.436,1,1,-23.48333333,-46.61666666,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,6.8,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.138,72.543,19,2,0,85.0,13.15,3100,32760.0,11.731,1,1,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,5.8,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.138,72.543,19,2,0,85.0,13.15,3100,32760.0,11.731,1,1,-23.724501,-46.677501,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,5.8,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.206,23.271,13,2,0,10.0,7.78,200,2160.0,12.691,1,1,-23.48333333,-46.61666666,0.0,0.0,8.1,3,0,5,-23.724501,-46.677501,0.0,0.0,5.8,3,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.268,16.921,22,2,0,39.9,11.85,343,6400.0,421.037,0,1,-21.08555555,-49.92055554,0.0,0.0,10.4,3,0,5,-23.724501,-46.677501,0.0,0.0,5.8,3,0,4,9,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.181,165.289,23,5,1,29.99,7.78,50,884.0,26.204,0,1,-23.48333333,-46.61666666,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,5.8,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.231,84.193,7,6,1,88.3,13.17,1300,50653.0,4.87,1,1,-23.724501,-46.677501,0.0,0.0,2.9,4,0,2,-23.724501,-46.677501,0.0,0.0,6.6,4,0,4,8,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.265,174.37,16,1,0,175.9,10.65,800,6528.0,91.762,0,1,-23.04194444,-45.52027777,0.0,0.0,5.8,4,0,4,-23.724501,-46.677501,0.0,0.0,6.0,3,0,4,9,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.222,19.439,23,1,0,55.0,7.78,250,640.0,15.778,1,1,-23.724501,-46.677501,0.0,0.0,9.2,4,0,5,-23.724501,-46.677501,0.0,0.0,6.0,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.204,20.458,23,4,0,119.99,12.04,1500,60000.0,25.287,1,1,-23.48333333,-46.61666666,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,6.0,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.244,26.327,17,4,0,54.9,12.72,5700,33930.0,45.376,0,1,-23.48333333,-46.61666666,0.0,0.0,7.3,4,0,4,-23.724501,-46.677501,0.0,0.0,6.0,3,0,4,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.217,23.835,20,0,0,59.0,11.91,200,11040.0,163.723,0,1,-22.70277777,-47.62305554,0.6,0.6,6.5,4,1,4,-23.724501,-46.677501,0.0,0.0,10.7,3,0,5,9,0.6,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78.951,182.991,21,5,1,34.99,11.85,300,1600.0,154.33,0,1,-22.70277777,-47.62305554,0.0,0.0,10.0,4,0,5,-23.724501,-46.677501,0.0,0.0,10.7,3,0,5,9,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.217,25.043,19,1,0,25.0,7.78,200,1600.0,74.754,0,1,-23.52333332,-46.86916666,0.0,0.0,9.2,4,0,5,-23.724501,-46.677501,0.0,0.0,10.7,3,0,5,9,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
